Product_ID,Sale_Date,Sales_Rep,City,Sales_Amount,Product_Category,Customer_Type,Discount,Payment_Method,Sales_Channel
1165,2024-04-08,Kate,Belfast,9385.9,Electronics,New,12,Card,Online
1409,2024-08-16,David,Manchester,4854.5,Food,New,11,Card,In-person
1795,2023-10-13,Greg,Swansea,2257.5,Electronics,Returning,25,Card,In-person
1484,2023-10-03,Ben,Cardiff,9804.9,Electronics,New,25,Card,Online
1108,2024-05-04,Amy,Swansea,3073.9,Electronics,New,0,Card,Online
1409,2025-06-25,Amy,Belfast,656.7,Food,Returning,6,Cash,In-person
1031,2025-08-07,Greg,Edinburgh,8446.6,Electronics,New,2,Card,Online
1424,2024-04-28,Kate,Manchester,2430.2,Electronics,New,19,Cash,Online
1724,2023-05-24,Rosie,Liverpool,7075.3,Furniture,Returning,2,Cash,Online
1612,2025-06-22,Greg,Liverpool,7668.1,Electronics,New,20,Cash,Online
1804,2025-02-18,Kate,London,6403.5,Electronics,New,24,Card,Online
1727,2025-06-02,Jack,London,7277.1,Clothing,New,0,Cash,In-person
1126,2024-12-20,Amy,Glasgow,8625.4,Electronics,Returning,15,Card,In-person
1717,2024-08-22,Ben,London,631.4,Furniture,New,23,Card,Online
1987,2025-09-19,Jack,Cardiff,8016.3,Electronics,New,11,Cash,Online
1979,2023-07-25,Mark,Glasgow,6221.2,Food,Returning,22,Card,Online
1494,2024-10-09,Jack,London,5238.6,Furniture,New,15,Card,In-person
1791,2024-01-22,Ben,London,6067.6,Electronics,Returning,25,Card,Online
1230,2024-03-13,Greg,Swansea,7780.9,Furniture,New,11,Card,Online
1593,2025-01-27,David,Edinburgh,3052.4,Clothing,New,1,Card,In-person
1855,2024-11-02,Kate,Manchester,5793.7,Furniture,New,2,Card,Online
1062,2023-10-29,Greg,Liverpool,6552.7,Electronics,Returning,23,Card,In-person
1708,2024-11-20,Rosie,Swansea,7108.8,Clothing,Returning,18,Cash,In-person
1479,2025-04-03,David,Edinburgh,2096.6,Furniture,Returning,11,Cash,Online
1423,2023-01-30,Amy,London,2130.5,Clothing,New,19,Card,Online
1469,2023-05-11,Ben,Edinburgh,2107.9,Furniture,New,10,Card,In-person
1074,2023-08-29,David,Edinburgh,2997.3,Electronics,New,20,Card,In-person
1619,2024-10-08,Rosie,Cardiff,2876.8,Furniture,Returning,5,Card,In-person
1467,2023-10-08,Mark,Liverpool,9828.1,Furniture,New,14,Cash,Online
1529,2024-04-05,Jack,Liverpool,9710.9,Furniture,New,1,Card,Online
1108,2025-02-11,David,Manchester,6723.8,Clothing,New,10,Card,Online
1543,2023-01-11,Lillie,Cardiff,1755.4,Furniture,Returning,14,Card,In-person
1931,2023-05-11,Greg,London,5841.5,Clothing,Returning,25,Card,In-person
1491,2024-10-22,Jack,Edinburgh,3116.8,Clothing,New,5,Cash,Online
1961,2023-01-07,Kate,Manchester,6288.9,Electronics,Returning,6,Cash,In-person
1363,2024-06-19,Mark,Belfast,5031.2,Electronics,New,20,Cash,Online
1072,2023-09-22,Kate,Manchester,4835.6,Clothing,Returning,2,Cash,In-person
1420,2024-03-12,Jack,Swansea,8936.3,Clothing,Returning,11,Cash,In-person
1332,2025-12-21,Rosie,Swansea,9596.1,Clothing,New,10,Cash,In-person
1464,2024-06-15,Rosie,Cardiff,224.0,Food,Returning,3,Card,In-person
1523,2023-05-12,Lillie,Swansea,8237.3,Food,New,16,Cash,In-person
1424,2024-07-31,Kate,Glasgow,5629.5,Clothing,New,16,Card,In-person
1864,2025-10-26,Amy,Belfast,6862.8,Clothing,Returning,3,Card,Online
1884,2024-03-19,Kate,Glasgow,6423.1,Food,New,5,Card,In-person
1893,2025-10-08,Lillie,Liverpool,8890.2,Electronics,Returning,16,Card,Online
1328,2025-12-02,David,Glasgow,1431.1,Furniture,New,8,Cash,In-person
1751,2023-03-19,Mark,Manchester,1956.5,Food,New,0,Card,Online
1307,2023-08-30,Greg,Glasgow,5041.2,Electronics,New,11,Cash,Online
1986,2023-09-18,Amy,London,2800.6,Clothing,Returning,15,Card,Online
1097,2025-10-08,Ben,Glasgow,5768.7,Electronics,Returning,9,Card,In-person
1765,2025-11-19,David,Swansea,9890.6,Electronics,New,13,Card,In-person
1770,2023-01-17,Kate,Belfast,4208.9,Food,New,3,Card,In-person
1395,2024-09-10,Mark,Cardiff,3280.5,Electronics,Returning,23,Card,Online
1748,2024-09-12,Mark,Belfast,8412.5,Electronics,Returning,3,Card,In-person
1386,2024-09-15,Amy,Liverpool,133.3,Clothing,New,9,Cash,Online
1103,2025-09-07,Kate,Cardiff,5305.5,Food,Returning,3,Cash,In-person
1648,2024-06-15,Kate,Glasgow,3343.5,Clothing,Returning,24,Card,In-person
1643,2023-08-27,Lillie,Edinburgh,3898.8,Furniture,New,3,Cash,In-person
1808,2023-07-01,Jack,Cardiff,8711.1,Food,New,12,Cash,In-person
1147,2023-11-18,Kate,Glasgow,2552.4,Food,New,6,Card,In-person
1533,2025-10-01,Greg,Cardiff,469.8,Furniture,New,9,Cash,In-person
1216,2025-01-08,Amy,Edinburgh,3367.5,Food,New,4,Card,In-person
1732,2024-07-11,David,Cardiff,4669.7,Food,New,25,Cash,In-person
1895,2024-10-29,Amy,London,6341.6,Clothing,Returning,19,Cash,Online
1877,2024-01-09,Jack,Liverpool,9130.1,Clothing,Returning,4,Cash,Online
1091,2025-05-20,Mark,London,5094.4,Furniture,Returning,1,Card,Online
1966,2025-10-23,Mark,Manchester,641.2,Food,New,2,Card,Online
1882,2025-02-19,Amy,Edinburgh,3599.5,Food,Returning,1,Card,In-person
1209,2023-04-22,Amy,Manchester,1183.0,Furniture,Returning,25,Card,Online
1195,2025-01-18,David,Edinburgh,2108.3,Food,Returning,9,Card,In-person
1798,2025-01-31,Ben,Swansea,5699.4,Furniture,New,23,Cash,Online
1673,2023-04-08,Jack,Glasgow,6449.2,Electronics,New,22,Card,Online
1663,2024-06-24,Greg,Manchester,1291.9,Furniture,Returning,15,Card,In-person
1413,2023-09-21,Jack,Swansea,8538.0,Furniture,New,6,Cash,In-person
1256,2023-08-09,Lillie,Glasgow,8369.7,Electronics,New,2,Cash,In-person
1626,2025-06-12,Greg,Swansea,6105.5,Furniture,Returning,24,Card,In-person
1572,2023-09-28,Ben,Edinburgh,2982.3,Clothing,Returning,18,Cash,Online
1833,2025-10-12,Ben,Belfast,4703.6,Food,New,10,Card,Online
1765,2025-03-26,Amy,Belfast,4597.5,Furniture,New,12,Card,In-person
1183,2023-04-21,Amy,Edinburgh,9920.6,Clothing,Returning,7,Cash,In-person
1166,2023-02-19,Amy,Belfast,8656.6,Furniture,Returning,24,Card,In-person
1958,2023-11-07,Kate,Belfast,6723.2,Food,New,23,Cash,In-person
1807,2023-02-25,Rosie,Edinburgh,9925.5,Clothing,New,17,Cash,In-person
1189,2024-01-08,Ben,Belfast,1360.1,Electronics,Returning,22,Card,Online
1857,2025-04-30,Ben,Manchester,9188.6,Electronics,Returning,14,Card,In-person
1186,2023-01-02,Mark,Edinburgh,5525.5,Food,Returning,5,Cash,Online
1209,2023-09-19,Jack,Belfast,4379.5,Clothing,Returning,6,Cash,In-person
1561,2025-07-13,Mark,Edinburgh,5973.6,Furniture,Returning,14,Card,In-person
1450,2023-03-13,Lillie,Edinburgh,8696.8,Food,Returning,19,Card,In-person
1800,2025-08-20,Mark,Swansea,572.7,Clothing,Returning,1,Card,Online
1403,2024-10-31,Jack,Belfast,6640.2,Furniture,New,1,Card,In-person
1193,2023-07-19,Lillie,Belfast,9987.8,Clothing,New,17,Card,In-person
1700,2023-12-23,Mark,Swansea,3138.0,Electronics,New,2,Cash,Online
1758,2024-04-18,David,Glasgow,766.4,Food,Returning,13,Cash,In-person
1672,2024-11-02,Rosie,Liverpool,9170.7,Furniture,New,3,Cash,In-person
1708,2023-08-19,Mark,Manchester,2042.1,Electronics,Returning,11,Card,In-person
1694,2025-04-15,Greg,Liverpool,3946.8,Electronics,New,11,Cash,In-person
1423,2024-04-09,Greg,Liverpool,2968.3,Food,New,6,Card,In-person
1543,2024-04-03,Mark,Cardiff,207.3,Electronics,Returning,12,Card,Online
1837,2023-02-04,Amy,Manchester,1953.0,Food,New,9,Cash,In-person
1740,2025-11-27,Kate,Swansea,6783.3,Food,New,3,Cash,In-person
1341,2025-02-14,Kate,Glasgow,1684.6,Electronics,Returning,0,Cash,In-person
1802,2025-09-27,David,Edinburgh,450.7,Food,New,0,Card,In-person
1455,2023-10-09,David,Edinburgh,2339.2,Furniture,Returning,14,Card,In-person
1963,2023-04-22,Rosie,Belfast,126.4,Clothing,New,7,Card,Online
1078,2025-07-27,Rosie,Cardiff,2793.8,Electronics,New,17,Cash,In-person
1379,2025-07-31,Kate,Belfast,4107.3,Electronics,New,19,Cash,In-person
1612,2024-10-29,Jack,Swansea,7257.1,Furniture,Returning,0,Cash,Online
1144,2025-06-22,Greg,Liverpool,8223.9,Food,New,6,Cash,In-person
1216,2023-04-06,Jack,Glasgow,7080.9,Food,New,5,Card,In-person
1481,2023-08-30,Greg,Belfast,1501.5,Furniture,New,8,Card,In-person
1515,2023-06-07,Rosie,Manchester,7525.2,Electronics,Returning,5,Card,In-person
1275,2024-09-02,Mark,Manchester,9618.1,Electronics,New,17,Cash,Online
1906,2024-12-07,Ben,Glasgow,7445.6,Clothing,New,11,Card,In-person
1773,2023-09-04,Greg,Glasgow,433.9,Electronics,New,10,Card,In-person
1888,2025-01-02,Kate,Manchester,8644.8,Clothing,Returning,1,Cash,Online
1732,2023-02-12,Jack,Swansea,6455.8,Furniture,Returning,7,Card,In-person
1841,2025-12-13,Kate,Manchester,5319.6,Food,Returning,20,Cash,Online
1095,2025-06-04,Jack,Edinburgh,8494.0,Clothing,New,8,Cash,Online
1286,2023-02-16,Amy,Glasgow,4506.7,Furniture,Returning,10,Card,Online
1899,2023-09-30,Amy,Swansea,249.6,Food,Returning,0,Card,Online
1569,2024-05-23,David,London,3829.9,Food,Returning,21,Card,In-person
1550,2025-04-21,Jack,Swansea,9483.0,Clothing,New,17,Card,In-person
1951,2024-03-19,Rosie,Manchester,5580.8,Food,New,21,Cash,In-person
1447,2024-01-17,Kate,Manchester,4715.4,Food,Returning,22,Cash,Online
1698,2024-04-25,David,Swansea,1466.6,Clothing,New,10,Cash,In-person
1022,2023-01-16,Amy,Belfast,7471.6,Electronics,New,25,Card,Online
1065,2024-12-17,Ben,Swansea,3608.2,Furniture,Returning,12,Cash,In-person
1486,2024-04-11,Jack,Glasgow,5356.2,Clothing,Returning,14,Card,Online
1337,2025-08-30,Greg,Liverpool,3669.4,Electronics,New,17,Card,In-person
1173,2024-11-28,Jack,Manchester,2902.9,Furniture,Returning,18,Card,Online
1344,2023-08-03,David,Cardiff,160.2,Food,New,18,Card,Online
1530,2024-12-30,Rosie,Cardiff,6391.4,Furniture,New,16,Cash,In-person
1755,2024-08-25,Greg,Liverpool,137.4,Food,Returning,22,Cash,Online
1381,2024-01-30,Rosie,Manchester,742.7,Furniture,New,9,Cash,Online
1233,2025-02-18,David,Glasgow,5972.0,Electronics,New,0,Cash,Online
1785,2024-05-04,Mark,Glasgow,747.3,Furniture,Returning,0,Cash,In-person
1842,2024-09-05,Ben,Cardiff,5984.7,Furniture,New,15,Card,Online
1172,2023-07-24,David,Swansea,9209.9,Clothing,New,7,Card,Online
1283,2024-06-14,Lillie,Belfast,8223.7,Furniture,Returning,2,Cash,Online
1841,2025-10-18,David,Manchester,4507.8,Furniture,Returning,12,Card,Online
1929,2025-02-24,Jack,Liverpool,2260.8,Electronics,New,7,Card,In-person
1207,2024-09-11,Jack,Cardiff,2960.3,Electronics,Returning,11,Card,Online
1739,2023-02-26,Amy,Manchester,7351.4,Clothing,Returning,25,Card,Online
1937,2024-11-19,Amy,Swansea,1832.5,Furniture,New,16,Card,Online
1936,2025-11-01,Jack,Edinburgh,6358.0,Furniture,New,14,Card,Online
1440,2024-08-26,Kate,Edinburgh,2179.6,Electronics,New,15,Card,Online
1535,2025-05-21,Jack,Liverpool,7957.0,Clothing,Returning,7,Cash,Online
1118,2023-09-23,Mark,Belfast,2343.2,Furniture,New,24,Cash,Online
1494,2025-04-09,Jack,Belfast,7159.2,Clothing,New,7,Card,In-person
1531,2024-08-28,Greg,Edinburgh,9749.3,Clothing,New,17,Card,Online
1245,2024-04-26,Greg,Belfast,6264.1,Food,New,5,Card,In-person
1311,2025-04-10,Greg,London,7494.9,Clothing,Returning,19,Cash,Online
1573,2024-04-09,David,Cardiff,7166.7,Electronics,Returning,8,Cash,In-person
1448,2025-11-19,Jack,Cardiff,461.4,Clothing,New,10,Card,In-person
1369,2025-03-11,Jack,Swansea,6650.2,Furniture,Returning,3,Card,Online
1865,2025-07-24,Mark,London,5930.8,Furniture,Returning,13,Cash,Online
1185,2023-01-17,Lillie,Glasgow,7859.2,Electronics,New,25,Card,Online
1384,2023-04-15,Mark,Cardiff,8904.7,Food,Returning,4,Card,In-person
1275,2023-06-23,Rosie,Manchester,7526.2,Clothing,New,8,Card,In-person
1375,2024-08-11,Mark,Belfast,8253.5,Furniture,New,15,Card,Online
1287,2023-10-03,David,Cardiff,9025.1,Clothing,Returning,25,Card,Online
1767,2024-04-24,David,London,4040.8,Electronics,Returning,0,Card,Online
1703,2024-11-03,Ben,London,2726.4,Electronics,Returning,18,Card,Online
1824,2025-08-17,Amy,London,3411.6,Clothing,New,16,Cash,Online
1171,2024-04-13,David,Swansea,7833.5,Electronics,New,0,Cash,In-person
1819,2023-04-15,Lillie,London,8597.7,Clothing,New,20,Cash,In-person
1615,2025-05-31,Rosie,Manchester,8124.9,Electronics,Returning,4,Cash,Online
1245,2023-09-03,Rosie,Belfast,6812.5,Clothing,Returning,25,Cash,Online
1632,2025-01-16,Lillie,Glasgow,1878.8,Furniture,New,10,Cash,In-person
1575,2025-07-16,Rosie,Liverpool,670.6,Furniture,Returning,25,Cash,Online
1055,2025-11-01,Lillie,Cardiff,8409.1,Furniture,Returning,6,Cash,In-person
1843,2023-03-03,Ben,London,3040.9,Food,New,1,Card,In-person
1440,2023-01-01,Rosie,Swansea,3818.5,Furniture,New,24,Card,In-person
1200,2025-03-11,Amy,London,6800.4,Food,New,14,Card,In-person
1147,2024-08-20,Mark,Liverpool,5500.4,Food,New,19,Cash,Online
1383,2024-08-30,Mark,Manchester,451.6,Clothing,Returning,14,Card,Online
1889,2024-02-14,Ben,Manchester,556.6,Clothing,Returning,22,Cash,In-person
1087,2025-09-09,Greg,Swansea,3489.5,Electronics,New,3,Cash,Online
1863,2023-06-09,Lillie,Liverpool,4280.1,Food,New,15,Cash,In-person
1982,2023-07-24,David,Edinburgh,4601.0,Electronics,New,24,Cash,Online
1014,2023-02-14,Lillie,Manchester,8483.7,Food,New,1,Card,Online
1484,2024-03-29,Lillie,London,468.8,Food,Returning,5,Card,In-person
1794,2025-01-23,David,Liverpool,5482.0,Food,Returning,6,Cash,Online
1162,2024-12-20,Kate,Edinburgh,5839.7,Food,Returning,17,Card,Online
1759,2024-10-05,Lillie,Belfast,7103.2,Electronics,New,16,Card,Online
1622,2024-03-21,Jack,Cardiff,4233.4,Electronics,New,9,Cash,Online
1263,2024-02-07,Kate,Edinburgh,6553.0,Clothing,Returning,0,Cash,In-person
1401,2025-05-14,Jack,London,9153.8,Electronics,New,7,Cash,In-person
1832,2024-04-29,Rosie,Liverpool,7787.4,Food,New,22,Card,In-person
1716,2023-01-12,Jack,Belfast,2990.0,Clothing,Returning,20,Cash,In-person
1980,2024-03-27,Rosie,Belfast,9917.7,Food,Returning,24,Cash,Online
1718,2025-08-09,Amy,Liverpool,5755.5,Food,Returning,6,Cash,In-person
1536,2024-10-20,Amy,Cardiff,1324.3,Food,New,19,Card,In-person
1312,2025-08-04,David,Glasgow,9717.1,Electronics,New,5,Cash,In-person
1889,2023-01-05,Ben,Liverpool,7539.5,Clothing,New,18,Cash,In-person
1083,2023-03-02,Greg,Edinburgh,3810.9,Electronics,Returning,23,Cash,Online
1062,2024-06-04,Amy,London,7179.0,Electronics,Returning,15,Cash,In-person
1380,2024-08-31,Greg,Manchester,9660.8,Food,New,7,Card,Online
1341,2023-10-26,Rosie,London,4673.6,Food,New,11,Cash,Online
1670,2024-07-04,Rosie,Cardiff,1787.5,Electronics,Returning,10,Card,Online
1811,2023-01-11,Jack,Manchester,8450.2,Clothing,New,9,Cash,Online
1430,2024-11-30,Greg,Liverpool,5745.5,Clothing,Returning,21,Card,Online
1377,2024-06-27,Ben,Belfast,6051.5,Food,New,7,Cash,Online
1174,2023-09-16,Rosie,Cardiff,1547.4,Electronics,Returning,8,Card,In-person
1515,2023-07-20,Jack,Edinburgh,6426.7,Furniture,Returning,16,Card,Online
1647,2024-10-31,Mark,Manchester,3192.3,Electronics,Returning,6,Card,In-person
1172,2025-10-21,Lillie,Liverpool,9321.1,Furniture,Returning,8,Cash,In-person
1126,2024-10-15,Ben,Glasgow,6699.5,Clothing,Returning,12,Card,In-person
1246,2024-01-25,Rosie,Edinburgh,7459.8,Clothing,New,15,Cash,In-person
1906,2025-07-19,Amy,Manchester,1948.0,Clothing,New,19,Cash,Online
1162,2023-03-28,Greg,Glasgow,1199.4,Furniture,New,19,Cash,In-person
1834,2024-12-22,Mark,Glasgow,6841.0,Electronics,New,2,Cash,Online
1463,2024-09-12,Ben,London,9587.1,Furniture,Returning,15,Cash,Online
1830,2024-11-19,Jack,Belfast,2438.9,Furniture,New,0,Cash,Online
1315,2025-03-01,Mark,Swansea,5571.5,Clothing,Returning,7,Card,In-person
1931,2024-01-13,Greg,London,9484.5,Furniture,New,13,Card,Online
1392,2024-11-14,Kate,Liverpool,8954.1,Clothing,New,18,Card,In-person
1683,2023-12-01,Jack,Liverpool,6547.1,Clothing,Returning,14,Cash,In-person
1185,2023-11-20,Ben,Manchester,1987.1,Clothing,Returning,11,Cash,In-person
1385,2025-03-18,Kate,Edinburgh,997.5,Food,Returning,1,Card,Online
1193,2025-10-23,Greg,Liverpool,9510.7,Electronics,New,9,Cash,In-person
1791,2025-09-14,Amy,Liverpool,3941.2,Clothing,Returning,12,Card,In-person
1029,2023-05-24,Amy,Liverpool,5616.9,Food,New,20,Cash,In-person
1682,2025-04-04,Jack,Liverpool,1336.3,Furniture,Returning,19,Card,In-person
1193,2023-11-09,Lillie,Belfast,2271.6,Electronics,New,6,Card,Online
1792,2025-04-09,Greg,Manchester,4223.6,Food,New,19,Card,In-person
1587,2025-01-08,Rosie,Glasgow,1583.9,Electronics,Returning,25,Cash,In-person
1650,2025-01-16,David,Liverpool,6533.9,Clothing,New,10,Cash,Online
1478,2024-09-24,Kate,Manchester,3545.9,Electronics,New,14,Card,In-person
1730,2023-01-05,Mark,Glasgow,9269.1,Food,Returning,9,Card,In-person
1181,2024-01-21,Lillie,Belfast,8016.1,Clothing,Returning,1,Card,Online
1341,2025-04-28,David,London,1151.4,Electronics,Returning,22,Cash,In-person
1849,2025-07-08,Greg,Edinburgh,4855.8,Food,New,0,Card,Online
1296,2025-02-13,David,London,2101.9,Clothing,Returning,16,Cash,Online
1982,2025-01-31,Ben,Liverpool,8673.1,Clothing,Returning,6,Cash,In-person
1481,2025-12-08,Ben,London,9255.5,Clothing,Returning,2,Card,Online
1415,2024-04-10,Ben,Manchester,416.0,Food,New,14,Cash,In-person
1930,2024-07-14,Kate,London,6989.2,Furniture,Returning,15,Cash,In-person
1834,2024-10-12,Ben,Glasgow,505.9,Electronics,New,0,Cash,In-person
1727,2023-07-01,Amy,Swansea,3211.0,Clothing,Returning,12,Card,In-person
1295,2024-11-27,Kate,Swansea,4153.3,Furniture,Returning,6,Cash,Online
1382,2024-09-30,Greg,Cardiff,7376.4,Food,New,11,Card,In-person
1595,2023-10-01,Greg,Glasgow,566.0,Clothing,Returning,20,Card,In-person
1154,2024-11-04,Greg,Cardiff,3363.3,Clothing,New,12,Cash,Online
1382,2025-02-02,Ben,London,6481.1,Clothing,Returning,21,Card,In-person
1663,2023-04-16,Lillie,Glasgow,5830.1,Furniture,New,7,Card,Online
1497,2025-01-31,Greg,Liverpool,4391.2,Electronics,Returning,14,Cash,Online
1544,2025-04-14,Kate,Glasgow,1330.6,Furniture,Returning,7,Card,Online
1736,2023-05-03,Mark,Edinburgh,3036.5,Clothing,Returning,9,Cash,Online
1697,2024-08-17,Rosie,Edinburgh,8779.5,Electronics,New,13,Card,Online
1433,2025-05-30,Ben,Cardiff,1729.3,Food,New,17,Cash,In-person
1430,2023-08-20,Jack,Glasgow,7717.2,Clothing,New,15,Cash,Online
1399,2024-06-11,Amy,London,9492.7,Electronics,Returning,14,Cash,Online
1140,2025-03-30,Amy,London,9580.8,Food,New,24,Card,Online
1824,2024-01-03,Amy,Manchester,7494.5,Furniture,Returning,19,Cash,In-person
1300,2025-01-06,Jack,Glasgow,6049.9,Electronics,Returning,18,Card,In-person
1445,2023-02-05,David,Edinburgh,6735.3,Electronics,Returning,21,Cash,In-person
1434,2024-02-06,Lillie,Cardiff,6913.5,Food,Returning,15,Card,Online
1310,2023-09-20,Mark,Cardiff,1695.6,Food,Returning,8,Card,In-person
1396,2023-01-27,Ben,Edinburgh,2498.4,Electronics,New,5,Card,Online
1726,2023-04-26,Greg,Swansea,320.7,Electronics,New,24,Cash,In-person
