YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2021,2021,OK,Oklahoma,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,32939.0,32939.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD03,,NMBR,RACE,WHT,,,,
2021,2021,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,3266.0,3266.0,,,,,Sex,Female,,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD05,,NMBR,SEX,SEXF,,,,
2021,2021,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,203.0,203.0,,,199.5,206.6,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),42,COPD,COPD06,,AGEADJRATE,OVERALL,OVR,,,,
2021,2021,OH,Ohio,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,263.0,263.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-82.40426005599966 40.06021014100048),39,DIA,DIA03,,NMBR,RACE,HIS,,,,
2021,2021,RI,Rhode Island,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,182.0,182.0,,,,,Age,Age 45-64,,,,,POINT (-71.52247031399963 41.70828019300046),44,DIA,DIA03,,NMBR,AGE,AGE4564,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,197.6,197.6,,,148.5,257.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,CRDRATE,RACE,BLK,,,,
2021,2021,PA,Pennsylvania,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,173.0,173.0,,,,,Age,Age 0-44,,,,,POINT (-77.86070029399963 40.79373015200048),42,ALC,ALC09,,NMBR,AGE,AGE0_44,,,,
2021,2021,OH,Ohio,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,833.0,833.0,,,,,Age,Age 45-64,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2021,2021,ND,North Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,4524.0,4524.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD03,,NMBR,RACE,WHT,,,,
2021,2021,SD,South Dakota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,413.0,413.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD05,,NMBR,RACE,WHT,,,,
2021,2021,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,176.1,176.1,,,169.6,182.7,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD05,,CRDRATE,OVERALL,OVR,,,,
2021,2021,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,13621.0,13621.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD06,,NMBR,RACE,WHT,,,,
2021,2021,ND,North Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,242.0,242.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD04,,NMBR,RACE,WHT,,,,
2021,2021,OR,Oregon,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,155.0,155.0,,,,,Age,Age 0-44,,,,,POINT (-120.15503132599969 44.56744942400047),41,CVD,CVD09,,NMBR,AGE,AGE0_44,,,,
2021,2021,RI,Rhode Island,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1213.0,1213.0,,,,,Age,Age >=65,,,,,POINT (-71.52247031399963 41.70828019300046),44,CVD,CVD08,,NMBR,AGE,AGE65P,,,,
2021,2021,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,174.1,174.1,,,168.9,179.3,Sex,Female,,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,AGEADJRATE,SEX,SEXF,,,,
2021,2021,OH,Ohio,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,26391.0,26391.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD09,,NMBR,RACE,WHT,,,,
2021,2021,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,3948.0,3948.0,,,,,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD07,,NMBR,SEX,SEXF,,,,
2021,2021,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,1614.0,1614.0,,,,,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD06,,NMBR,AGE,AGE4564,,,,
2021,2021,SC,South Carolina,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,200.0,200.0,,,194.6,205.4,Sex,Female,,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD09,,CRDRATE,SEX,SEXF,,,,
2021,2021,SC,South Carolina,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1426.0,1426.0,,,,,Sex,Male,,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2021,2021,SD,South Dakota,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,219.0,219.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,DIA,DIA03,,NMBR,RACE,AIAN,,,,
2021,2021,PA,Pennsylvania,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,130.9,130.9,,,128.1,133.7,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,DIA,DIA03,,CRDRATE,SEX,SEXM,,,,
2021,2021,SC,South Carolina,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Age-adjusted Rate,130.4,130.4,,,125.0,135.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,COPD,COPD05,,AGEADJRATE,RACE,WHT,,,,
2021,2021,RI,Rhode Island,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,8666.0,8666.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD03,,NMBR,RACE,WHT,,,,
2021,2021,OR,Oregon,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,2325.0,2325.0,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,CVD,CVD07,,NMBR,OVERALL,OVR,,,,
2021,2021,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,214.19,214.19,,,211.15,217.23,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD03,,CRDRATE,RACE,BLK,,,,
2021,2021,RI,Rhode Island,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,1007.6,1007.6,,,963.5,1051.7,Age,Age >=65,,,,,POINT (-71.52247031399963 41.70828019300046),44,CVD,CVD09,,CRDRATE,AGE,AGE65P,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,270.1,270.1,,,262.9,277.3,Sex,Female,,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD09,,CRDRATE,SEX,SEXF,,,,
2021,2021,SD,South Dakota,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,126.2,126.2,,,115.7,136.7,Sex,Female,,,,,POINT (-100.3735306369997 44.353130053000484),46,DIA,DIA03,,CRDRATE,SEX,SEXF,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,289.3,289.3,,,281.5,297.0,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,CRDRATE,OVERALL,OVR,,,,
2021,2021,PA,Pennsylvania,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,Number,Number,147.0,147.0,,,,,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,DIA,DIA04,,NMBR,SEX,SEXF,,,,
2021,2021,SC,South Carolina,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,139.0,139.0,,,,,Age,Age 0-44,,,,,POINT (-81.04537120699968 33.998821303000454),45,ALC,ALC09,,NMBR,AGE,AGE0_44,,,,
2021,2021,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1058.0,1058.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,NMBR,RACE,AIAN,,,,
2021,2021,SD,South Dakota,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1064.0,1064.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,DIA,DIA03,,NMBR,RACE,WHT,,,,
2021,2021,SC,South Carolina,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,214.7,214.7,,,206.8,222.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,DIA,DIA03,,AGEADJRATE,RACE,BLK,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,770.0,770.0,,,,,Age,Age 45-64,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,NMBR,AGE,AGE4564,,,,
2021,2021,ND,North Dakota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,359.0,359.0,,,,,Sex,Female,,,,,POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD06,,NMBR,SEX,SEXF,,,,
2021,2021,PA,Pennsylvania,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,887.0,887.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,COPD,COPD06,,NMBR,RACE,BLK,,,,
2021,2021,ND,North Dakota,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,130.7,130.7,,,113.5,147.8,Age,Age 45-64,,,,,POINT (-100.11842104899966 47.47531977900047),38,CVD,CVD09,,CRDRATE,AGE,AGE4564,,,,
2021,2021,OH,Ohio,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1620.0,1620.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD08,,NMBR,RACE,BLK,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1002.0,1002.0,,,,,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD08,,NMBR,AGE,AGE4564,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,2896.0,2896.0,,,,,Sex,Male,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,NMBR,SEX,SEXM,,,,
2021,2021,OR,Oregon,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,3338.0,3338.0,,,,,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,CVD,CVD09,,NMBR,SEX,SEXF,,,,
2021,2021,SD,South Dakota,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,126.0,126.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,CVD,CVD09,,NMBR,RACE,AIAN,,,,
2021,2021,RI,Rhode Island,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,361.0,361.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD05,,NMBR,RACE,WHT,,,,
2021,2021,SC,South Carolina,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,202.7,202.7,,,190.5,214.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,COPD,COPD06,,CRDRATE,RACE,BLK,,,,
2021,2021,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,235.8,235.8,,,227.8,243.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD09,,CRDRATE,RACE,BLK,,,,
2021,2021,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,4846.0,4846.0,,,,,Age,Age 45-64,,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD09,,NMBR,AGE,AGE4564,,,,
2021,2021,SC,South Carolina,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,3634.0,3634.0,,,,,Sex,Male,,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD08,,NMBR,SEX,SEXM,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,313.4,313.4,,,291.0,335.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD09,,AGEADJRATE,RACE,BLK,,,,
2021,2021,RI,Rhode Island,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1334.0,1334.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,CVD,CVD08,,NMBR,RACE,WHT,,,,
2021,2021,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,161.9,161.9,,,138.3,185.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD05,,CRDRATE,RACE,AIAN,,,,
2021,2021,OH,Ohio,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,12029.0,12029.0,,,,,Age,Age >=65,,,,,POINT (-82.40426005599966 40.06021014100048),39,DIA,DIA03,,NMBR,AGE,AGE65P,,,,
2021,2021,SD,South Dakota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,401.0,401.0,,,,,Age,Age >=65,,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD05,,NMBR,AGE,AGE65P,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,267.2,267.2,,,261.8,272.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD09,,AGEADJRATE,RACE,WHT,,,,
2021,2021,OR,Oregon,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,5455.0,5455.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,DIA,DIA03,,NMBR,RACE,WHT,,,,
2021,2021,OH,Ohio,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,132.8,132.8,,,129.3,136.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD05,,CRDRATE,RACE,WHT,,,,
2021,2021,SD,South Dakota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,183.8,183.8,,,126.5,258.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD05,,CRDRATE,RACE,AIAN,,,,
2021,2021,OH,Ohio,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,30578.0,30578.0,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD09,,NMBR,OVERALL,OVR,,,,
2021,2021,RI,Rhode Island,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,281.4,281.4,,,264.9,297.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD06,,CRDRATE,RACE,WHT,,,,
2021,2021,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,4573.0,4573.0,,,,,Sex,Female,,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD04,,NMBR,SEX,SEXF,,,,
2021,2021,SC,South Carolina,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,23894.0,23894.0,,,,,Sex,Female,,,,,POINT (-81.04537120699968 33.998821303000454),45,COPD,COPD03,,NMBR,SEX,SEXF,,,,
2021,2021,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,229.3,229.3,,,225.6,233.0,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD09,,CRDRATE,SEX,SEXF,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,127.0,127.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD07,,NMBR,RACE,AIAN,,,,
2021,2021,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,279.4,279.4,,,268.7,290.1,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,CRDRATE,AGE,AGE4564,,,,
2021,2021,OH,Ohio,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,Number,Number,385.0,385.0,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,DIA,DIA04,,NMBR,OVERALL,OVR,,,,
2021,2021,PA,Pennsylvania,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,228.0,228.0,,,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,DIA,DIA03,,NMBR,RACE,ASN,,,,
2021,2021,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,14966.0,14966.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD03,,NMBR,RACE,BLK,,,,
2021,2021,SC,South Carolina,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,2220.0,2220.0,,,,,Sex,Female,,,,,POINT (-81.04537120699968 33.998821303000454),45,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2021,2021,OK,Oklahoma,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,468.0,468.0,,,,,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,ALC,ALC09,,NMBR,AGE,AGE4564,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,2415.0,2415.0,,,,,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,NMBR,SEX,SEXF,,,,
2021,2021,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,2629.0,2629.0,,,,,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,NMBR,AGE,AGE4564,,,,
2021,2021,PA,Pennsylvania,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,6784.0,6784.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,COPD,COPD04,,NMBR,RACE,WHT,,,,
2021,2021,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,3252.0,3252.0,,,,,Sex,Male,,,,,POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD04,,NMBR,SEX,SEXM,,,,
2021,2021,PA,Pennsylvania,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,1571.0,1571.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,ALC,ALC09,,NMBR,RACE,WHT,,,,
2021,2021,OK,Oklahoma,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,1640.0,1640.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD04,,NMBR,RACE,WHT,,,,
2021,2021,ND,North Dakota,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,288.4,288.4,,,260.9,315.9,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD06,,CRDRATE,SEX,SEXM,,,,
2021,2021,RI,Rhode Island,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,9323.0,9323.0,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),44,COPD,COPD03,,NMBR,OVERALL,OVR,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,387.7,387.7,,,380.0,395.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD09,,CRDRATE,RACE,WHT,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,1715.0,1715.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD05,,NMBR,RACE,WHT,,,,
2021,2021,SD,South Dakota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,188.0,188.0,,,147.4,236.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,CVD,CVD08,,AGEADJRATE,RACE,AIAN,,,,
2021,2021,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,371.0,371.0,,,333.3,408.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD06,,CRDRATE,RACE,BLK,,,,
2021,2021,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,4541.0,4541.0,,,,,Age,Age >=65,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD06,,NMBR,AGE,AGE65P,,,,
